language,tool,status,difficulty,easy_win_rank,target_capability,requirements,depends_on,parity_level_or_scope,graph_parity_level,recommended_order,recommended_next_language_order,why_it_is_hard
cpp,get_file_context,U,medium,6,high-quality file summaries,Add C++ namespace/class/method summaries plus conservative template handling.,language-specific structure extraction,file overview parity,not a graph-runtime tool,9,JS/TS -> Java -> Go/Rust/PHP/Ruby,templates and nested types complicate concise summaries
cpp,get_symbol_references,U,medium,2,add new language support,"Define explicit support scope, add parser/runtime integration, add deterministic and parser-backed tests, and document unsupported cases conservatively.",shared graph runtime plus import resolution plus symbol indexing,graph runtime unsupported,Level 0: unsupported,,Java -> Go/Kotlin -> PHP/Ruby -> Swift/Rust -> C# -> C/C++,"reference quality depends on symbol identity, import handling, and call categorization"
cpp,get_call_graph,U,medium,5,advanced call-graph parity,"Implement namespace, class, static, and basic member-call resolution; add conservative overload/template/virtual policies; add fixtures for namespaces, classes, overloads, templates, inheritance, and virtual methods.",canonical node scheme plus C++ resolution helpers,graph runtime unsupported,Level 0: unsupported,12,"stabilize Java first, then Go/Kotlin/PHP/Ruby/Swift/Rust, then C#/C/C++",C++ can overclaim quickly without conservative overload and virtual-dispatch rules
cpp,get_graph_neighborhood,U,medium,1,add new language support,"Define explicit support scope, add parser/runtime integration, add deterministic and parser-backed tests, and document unsupported cases conservatively.",get_call_graph parity plus canonical node IDs plus neighborhood extraction,graph runtime unsupported,Level 0: unsupported,,"Java after get_call_graph, then Go/Kotlin/PHP/Ruby/Swift/Rust",best ROI comes after call-graph expansion because neighborhood quality inherits node quality
cpp,get_cross_file_dependencies,U,high,4,add new language support,"Define explicit support scope, add parser/runtime integration, add deterministic and parser-backed tests, and document unsupported cases conservatively.",graph runtime plus import resolution plus dependency chain assembly,graph runtime unsupported,Level 0: unsupported,,Java -> Go/Kotlin -> PHP/Ruby -> Swift/Rust,runtime is relatively simple only after call-graph and confidence scoring are solid
cpp,get_project_map,U,medium_high,3,add new language support,"Define explicit support scope, add parser/runtime integration, add deterministic and parser-backed tests, and document unsupported cases conservatively.",module discovery plus graph-derived relationships,graph runtime unsupported,Level 0: unsupported,,Java -> Go/Kotlin -> PHP/Ruby -> Swift/Rust,language totals are easy; relationship maps need graph/runtime parity
cpp,type_evaporation_scan,U,medium_high,12,add new language support,"Define explicit support scope, add parser/runtime integration, add deterministic and parser-backed tests, and document unsupported cases conservatively.",TypeScript boundary extraction plus Python backend correlation plus schema generation,unsupported,not a graph-runtime tool,,none,the tool is intentionally narrow: TS/JS frontend to Python backend contract analysis
cpp,scan_dependencies,A,low,not_needed,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,manifest parser coverage by ecosystem,language-agnostic,not a graph-runtime tool,,none,source language matters less than package-manager support
cpp,validate_paths,A,low,not_needed,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,none,language-agnostic,not a graph-runtime tool,,none,language-agnostic path validation
cpp,verify_policy_integrity,A,low,not_needed,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,none,language-agnostic,not a graph-runtime tool,,none,language-agnostic cryptographic verification
cpp,code_policy_check,A,medium,11,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,policy rule libraries and language-specific rule packs where deeper parity is desired,language-agnostic,not a graph-runtime tool,,JS/TS -> Java -> Python rule enrichment,"the engine is generic, but meaningful parity depends on per-language rules"
