language,tool,status,difficulty,easy_win_rank,target_capability,requirements,depends_on,parity_level_or_scope,graph_parity_level,recommended_order,recommended_next_language_order,why_it_is_hard
javascript,crawl_project,C,medium,9,convert claimed/coarse support into runtime-backed support,"Align feature metadata with actual runtime behavior, implement missing execution path(s), add fixture coverage, and define explicit unsupported cases.",discovery helpers plus per-language file summarizers,coarse or metadata-only support,not a graph-runtime tool,,JS/TS -> Java -> Go/Kotlin,discovery is easy; meaningful semantic crawl quality is not
javascript,get_file_context,Y,medium,not_needed,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,file summarization helpers plus language-specific structure extraction,implemented,not a graph-runtime tool,,JS/TS -> Java -> Go/Rust/PHP/Ruby,overview quality still depends on language-aware extraction for functions classes imports and complexity
javascript,get_symbol_references,P,medium,2,reference parity,"Keep the local JS slice and add stronger categorization, import-edge resolution, canonical node stability, and tier/truncation tests.",graph runtime plus symbol indexing,Level 3: import-aware cross-file resolution,Level 3: import-aware cross-file resolution,1,Java -> Go/Kotlin -> PHP/Ruby -> Swift/Rust -> C# -> C/C++,reference quality depends on symbol identity and import handling
javascript,get_call_graph,P,medium,5,advanced call-graph parity,"Stabilize Level 1 through Level 3 parity: canonical node naming, same-file edges, import-aware cross-file resolution, inference_source taxonomy, confidence rules, unsupported-construct policy, and golden tests.",shared call-graph builder plus canonical node scheme,Level 3: import-aware cross-file resolution,Level 3: import-aware cross-file resolution,1,"stabilize Java first, then Go/Kotlin/PHP/Ruby/Swift/Rust, then C#/C/C++",the easy part is local edges; the hard part is precise cross-file semantics
javascript,get_graph_neighborhood,P,medium,1,neighborhood parity,"Reuse canonical JS node IDs, neighborhood extraction, confidence metadata, and Mermaid stability from get_call_graph; add unsupported-case tests.",get_call_graph canonical node parity,Level 2: same-file call edges,Level 2: same-file call edges,1,"Java after get_call_graph, then Go/Kotlin/PHP/Ruby/Swift/Rust",neighborhood quality inherits call-graph quality
javascript,get_cross_file_dependencies,P,high,4,dependency-chain parity,"Keep the JS graph-backed slice and add confidence metadata, path/focus validation, Mermaid stability, and unsupported-case tests.",JS get_call_graph parity,Level 3: import-aware cross-file resolution,Level 3: import-aware cross-file resolution,1,Java -> Go/Kotlin -> PHP/Ruby -> Swift/Rust,dependency-chain quality depends on upstream graph resolution
javascript,get_project_map,P,medium_high,3,module and relationship parity,"Keep the local JS module slice and add stronger relationship derivation, graph-backed summaries, metadata tests, and stable Mermaid/report outputs.",JS graph/runtime parity,Level 3: import-aware cross-file resolution,Level 3: import-aware cross-file resolution,1,Java -> Go/Kotlin -> PHP/Ruby -> Swift/Rust,language totals are easy; relationships are the real work
javascript,type_evaporation_scan,Y,medium_high,not_needed,maintain supported JavaScript frontend role,No JavaScript adoption work required beyond regression coverage and documentation accuracy for the frontend side of the contract.,TS/JS frontend boundary extraction plus Python backend endpoint model,implemented,not a graph-runtime tool,,none,"JavaScript is complete as a supported frontend input, but the overall workflow is intentionally narrow to TS/JS frontend to Python backend analysis rather than general JavaScript-to-anything parity"
javascript,scan_dependencies,A,low,not_needed,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,manifest parser coverage by ecosystem,language-agnostic,not a graph-runtime tool,,none,source language matters less than package-manager support
javascript,validate_paths,A,low,not_needed,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,none,language-agnostic,not a graph-runtime tool,,none,language-agnostic path validation
javascript,verify_policy_integrity,A,low,not_needed,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,none,language-agnostic,not a graph-runtime tool,,none,language-agnostic cryptographic verification
javascript,code_policy_check,A,medium,11,maintain current support,No adoption work required beyond regression coverage and documentation accuracy.,policy rule libraries and language-specific rule packs where deeper parity is desired,language-agnostic,not a graph-runtime tool,,JS/TS -> Java -> Python rule enrichment,"the engine is generic, but meaningful parity depends on per-language rules"
